time_s,latency,firing_var,temp_consistency,lambda_efficiency,Tresponse,Tswitch,roll_rms,pitch_rms,active_noise_level,rmse_ct
1781115584.663,,,,,,,,,,
1781115584.863,-1.0,0.0,0.0,0.0,,,,,,
1781115585.063,-1.0,0.0,0.0,0.0,,,,,,
1781115585.263,-1.0,0.0,0.0,0.0,,,,,,
1781115585.463,-1.0,0.0,0.0,0.0,,,,,,
1781115585.663,-1.0,0.0,0.0,0.0,,,,,,
1781115585.863,-1.0,0.0,0.0,0.0,,,,,,
1781115586.063,-1.0,0.0,0.0,0.0,,,,,,
1781115586.263,-1.0,0.0,0.0,0.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115586.463,1.741065502166748,0.0010726586915552616,0.9946382641792297,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115586.663,1.741065502166748,0.0017567863687872887,0.9965403378009796,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115586.863,1.741065502166748,0.0022736117243766785,0.9974023699760437,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115587.063,1.741065502166748,0.002858096966519952,0.9982440233230591,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115587.263,1.741065502166748,0.0031098804902285337,0.9984886348247528,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115587.463,1.741065502166748,0.0033161474857479334,0.9986853514398847,1.0,0.0,0.0,4.685269339845179,2.2889739900674497,0.0,
1781115587.663,1.741065502166748,0.0037549149710685015,0.9989422096146477,1.0,0.0,1.349336862564087,4.685269339845179,2.2889739900674497,0.0,
1781115587.863,1.741065502166748,0.0038851681165397167,0.9990444898605346,1.0,0.0,1.349336862564087,4.685269339845179,2.2889739900674497,0.0,
1781115588.063,0.012375593185424805,0.003942660987377167,0.999118143861944,1.0,0.0,1.349336862564087,4.685269339845179,2.2889739900674497,0.0,
1781115588.263,0.0762321949005127,0.0040417443960905075,0.9991219869026771,1.0,0.0,1.349336862564087,4.685269339845179,2.2889739900674497,0.0,
1781115588.463,0.0762321949005127,0.004229941871017218,0.9991659862654549,1.0,0.0,1.349336862564087,4.718208408527376,1.8368306522379136,0.0,
1781115588.663,0.0762321949005127,0.004393615294247866,0.9992085297902426,1.0,0.0,1.349336862564087,4.8485637279783,2.7460705818093922,0.0,
1781115588.863,0.0762321949005127,0.004615015350282192,0.9992573261260986,1.0,0.0,1.349336862564087,4.835152192576685,2.542439065612005,0.0,
1781115589.063,0.0762321949005127,0.004700514022260904,0.9992907245953878,1.0,0.0,1.349336862564087,4.844844387049015,2.393128243608458,0.0,
1781115589.263,0.0762321949005127,0.004835192579776049,0.9993184804916382,1.0,0.0,1.349336862564087,4.8876042352733196,2.332782131390163,0.0,
1781115589.463,0.0762321949005127,0.005141171161085367,0.9993765269007001,1.0,0.0,1.349336862564087,4.8876042352733196,2.332782131390163,0.0,
1781115589.663,0.0762321949005127,0.005288626998662949,0.9993985620411959,1.0,0.0,1.349336862564087,4.8521461946914615,2.251398493158926,0.0,
1781115589.863,0.0762321949005127,0.005526276305317879,0.9994092557741248,1.0,0.0,1.349336862564087,4.9081446657775665,2.4226664523660455,0.0,
1781115590.063,0.0762321949005127,0.005730560980737209,0.9994243836402893,1.0,0.0,1.349336862564087,4.9081446657775665,2.4226664523660455,0.0,
1781115590.263,0.0762321949005127,0.005706232972443104,0.9994396750743573,1.0,0.0,1.349336862564087,4.9021571456482596,2.442530000841674,0.0,
1781115590.463,0.0762321949005127,0.005656574387103319,0.9994543393452963,1.0,0.0,1.349336862564087,4.898166878151942,2.3396488155100568,0.0,
1781115590.663,0.0762321949005127,0.0056062303483486176,0.9994768849734602,1.0,0.0,1.349336862564087,4.886479233901437,2.311823290049858,0.0,
1781115590.863,0.0762321949005127,0.005606936290860176,0.9994922717412312,1.0,0.0,1.349336862564087,4.877459661386559,2.271214600054672,0.0,
1781115591.063,0.0762321949005127,0.005645109806209803,0.9995057352127568,1.0,0.0,1.349336862564087,4.873359467700903,2.243295289892204,0.0,
1781115591.263,0.0762321949005127,0.0059090349823236465,0.9995240587176699,1.0,0.0,1.349336862564087,4.889417171972951,2.310370687462483,0.0,
1781115591.463,0.0762321949005127,0.0061605991795659065,0.9995210521361407,1.0,0.0,1.349336862564087,4.8841443261216995,2.279471810623584,0.0,
1781115591.663,0.0762321949005127,0.006317699793726206,0.999526287828173,1.0,0.0,1.349336862564087,4.8952018995488205,2.316336360738139,0.0,
1781115591.863,0.0762321949005127,0.00666828453540802,0.9995386729369292,1.0,0.0,1.349336862564087,4.885115044099606,2.284726489522904,0.0,
1781115592.063,0.0762321949005127,0.006845593452453613,0.9995463412058981,1.0,0.0,1.349336862564087,4.882906489699194,2.2775255781027925,0.0,
1781115592.263,0.0762321949005127,0.006911143660545349,0.9995469619066287,1.0,0.0,1.349336862564087,4.896992516832819,2.285870854252543,0.0,
1781115592.463,0.0762321949005127,0.007133432198315859,0.9995304913055606,1.0,0.0,1.349336862564087,4.8881064157687915,2.287476058092756,0.0,
1781115592.663,0.0762321949005127,0.007303991820663214,0.9995398053101131,1.0,0.0,1.349336862564087,4.8881064157687915,2.287476058092756,0.0,
1781115592.863,0.0762321949005127,0.0075012254528701305,0.9995474524276201,1.0,0.0,1.349336862564087,4.898164308607231,2.304970172371501,0.0,
1781115593.063,0.0762321949005127,0.008233009837567806,0.9995538512865703,1.0,0.0,1.349336862564087,4.897834572418968,2.3248037733473645,0.0,
1781115593.263,0.0762321949005127,0.008718341588973999,0.9995613564615664,1.0,0.0,1.349336862564087,4.898527821685212,2.344785036739849,0.0,
1781115593.463,0.0762321949005127,0.009279490448534489,0.9995680375302092,1.0,0.0,1.349336862564087,4.894006120813362,2.3710849390399455,0.0,
1781115593.663,0.0762321949005127,0.010592516511678696,0.9995796072239779,1.0,0.0,1.349336862564087,4.893630585856812,2.357238181067196,0.0,
1781115593.863,0.0762321949005127,0.009822791442275047,0.9996855453569062,1.0,0.0,1.349336862564087,4.893630585856812,2.357238181067196,0.0,
1781115594.063,0.0762321949005127,0.009415346197783947,0.9997156858444214,1.0,0.0,1.349336862564087,4.900279240692424,2.3796943881996597,0.0,
1781115594.263,0.0762321949005127,0.008872144855558872,0.9997438557293951,1.0,0.0,1.349336862564087,4.900052707752758,2.3683780476819325,0.0,
1781115594.463,0.0762321949005127,0.008737743832170963,0.9997429239506624,1.0,0.0,1.349336862564087,4.898556455719966,2.3597524326984294,0.0,
1781115594.663,0.0762321949005127,0.008811324834823608,0.9997270897943147,1.0,0.0,1.349336862564087,4.9149737862842136,2.4024838489022775,0.0,
1781115594.863,0.0762321949005127,0.009336523711681366,0.999717482498714,1.0,0.0,1.349336862564087,4.9149737862842136,2.4024838489022775,0.0,
1781115595.063,0.0762321949005127,0.009653663262724876,0.9997073290299396,1.0,0.0,1.349336862564087,4.9163883696786925,2.3991578070777617,0.0,
1781115595.263,0.0762321949005127,0.01020717155188322,0.9996934825060318,1.0,0.0,1.349336862564087,4.908416030960323,2.4122484423470087,0.0,
1781115595.463,0.0762321949005127,0.011284679174423218,0.9997067743418168,1.0,0.0,1.349336862564087,4.914932364273801,2.39653309691148,0.0,
1781115595.663,0.0762321949005127,0.011849730275571346,0.9997252493488545,1.0,0.0,1.349336862564087,4.91322794305858,2.3877339683973147,0.0,
1781115595.863,0.0762321949005127,0.012677885591983795,0.9997273634891121,1.0,0.0,1.349336862564087,4.916428999842095,2.4020150678669845,0.0,
1781115596.063,0.0762321949005127,0.014514532871544361,0.9997378307945874,1.0,0.0,1.349336862564087,4.916409000090625,2.40850439274715,0.0,
