time_s,latency,firing_var,temp_consistency,lambda_efficiency,Tresponse,Tswitch,roll_rms,pitch_rms,active_noise_level,rmse_ct
1781124630.787,,,,,,,,,,
1781124630.987,-1.0,0.0,0.0,0.0,,,,,,
1781124631.187,-1.0,0.0,0.0,0.0,,,,,,
1781124631.387,-1.0,0.0,0.0,0.0,,,,,,
1781124631.587,-1.0,0.0,0.0,0.0,,,,,,
1781124631.787,-1.0,0.0,0.0,0.0,,,,,,
1781124631.987,-1.0,0.0,0.0,0.0,,,,,,
1781124632.187,-1.0,0.0,0.0,0.0,,,,,,
1781124632.387,-1.0,0.0,0.0,0.0,,,,,,
1781124632.587,-1.0,0.0,0.0,0.0,,,,,,
1781124632.788,-1.0,0.0,0.0,0.0,,,,,,
1781124632.987,-1.0,0.0,0.0,0.0,,,,,,
1781124633.187,-1.0,0.0,0.0,0.0,,,,,,
1781124633.387,-1.0,0.0,0.0,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124633.587,0.2903923988342285,0.00016654697537887841,0.99917072057724,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124633.787,0.2903923988342285,4.269402503967285,0.5702716782689095,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124633.987,0.07497143745422363,18.880903244018555,0.6010153032839298,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124634.188,0.027858495712280273,23.175912857055664,0.6680801421403885,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124634.387,0.027858495712280273,32.579017639160156,0.7061287984251976,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124634.587,0.009390115737915039,82.78910064697266,0.7735269237309694,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124634.787,0.03165578842163086,126.43690490722656,0.798424106505182,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124634.987,0.03165578842163086,180.75167846679688,0.8181394234299659,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124635.188,0.13463521003723145,299.193359375,0.8481057745714983,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124635.387,0.13463521003723145,361.8466796875,0.8597402629943994,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124635.587,0.12358689308166504,427.9001770019531,0.8696702729378428,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124635.787,0.07621240615844727,537.284423828125,0.8858722234144807,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124635.987,0.04303693771362305,573.6466064453125,0.8925718323272818,1.0,0.0,0.0005598068237304688,0.915921730692914,0.09067575490372355,0.0,
1781124636.187,0.04303693771362305,599.5585327148438,0.8985297059019407,1.0,0.0,0.0005598068237304688,1.060224483068213,1.3007879982611044,0.0,
1781124636.387,0.07694125175476074,625.5543212890625,0.9086163379251957,1.0,0.0,0.0005598068237304688,1.0426421694011498,2.213086363046988,0.0,
1781124636.588,0.11067986488342285,627.7814331054688,0.9129107488053185,1.0,0.0,0.0005598068237304688,1.0859010819975345,2.2671099045637377,0.0,
1781124636.788,0.08281993865966797,622.744873046875,0.9168409739028324,1.0,0.0,0.0005598068237304688,1.5719826908046612,2.3056867854038408,0.0,
1781124636.987,0.08281993865966797,603.0296020507812,0.9237242347250382,1.0,0.0,0.0005598068237304688,1.868239570373832,3.4274948709111936,0.0,
1781124637.187,0.12444329261779785,591.0296020507812,0.9267502743005752,1.0,0.0,0.0005598068237304688,2.3824999294309555,4.032128510158388,0.0,
1781124637.387,0.006987094879150391,578.428955078125,0.92953788374479,1.0,0.0,0.0005598068237304688,2.542307574577696,4.217541479648168,0.0,
1781124637.587,0.10917806625366211,557.5492553710938,0.9345279724470207,1.0,0.0,0.0005598068237304688,2.571703501718574,4.203060720251898,0.0,
1781124637.787,0.10917806625366211,551.0588989257812,0.9367576431611488,1.0,0.0,0.0005598068237304688,2.5888883677481487,4.234050715438921,0.0,
1781124637.987,0.10917806625366211,545.111572265625,0.9388413513700168,1.0,0.0,0.0005598068237304688,2.56967327958584,4.290675196475154,0.0,
1781124638.187,0.09783744812011719,530.2647094726562,0.9426368367858231,1.0,0.0,0.0005598068237304688,2.567934584627264,4.3296613638516765,0.0,
1781124638.387,0.09783744812011719,523.7800903320312,0.944370062513785,1.0,0.0,0.0005598068237304688,2.577038245794318,4.324591602351334,0.0,
1781124638.587,0.09783744812011719,518.1890869140625,0.9460012110717156,1.0,0.0,0.0005598068237304688,3.2379499474758298,4.488012636228167,0.0,
1781124638.787,0.044708967208862305,507.714111328125,0.9489885489973757,1.0,0.0,0.0005598068237304688,3.187527397651191,4.42125165771821,0.0,
1781124638.987,0.02422618865966797,503.95001220703125,0.9503651619762987,1.0,0.0,0.0005598068237304688,3.138654751186422,4.37417289564637,0.0,
1781124639.187,0.02422618865966797,501.3848876953125,0.951667818976076,1.0,0.0,0.0005598068237304688,3.115289254348437,4.299959391867626,0.0,
1781124639.387,0.07143545150756836,497.1141662597656,0.9540759507566691,1.0,0.0,0.0005598068237304688,3.1656019685456633,4.2528903533679445,0.0,
1781124639.588,0.07143545150756836,495.818115234375,0.9551922929723088,1.0,0.0,0.0005598068237304688,3.391459800475898,4.243023069048792,0.0,
1781124639.787,0.10395026206970215,495.8830871582031,0.9562561685840288,1.0,0.0,0.0005598068237304688,6.448729451654599,5.256430279182259,0.0,
1781124639.987,0.10395026206970215,498.0683898925781,0.9582390842789953,1.0,0.0,0.0005598068237304688,9.736645162608397,6.793294804112017,0.0,
1781124640.187,0.09556961059570312,500.3200378417969,0.9591664555999968,1.0,0.0,0.0005598068237304688,11.617278869029283,7.671696287030051,0.0,
1781124640.387,0.09556961059570312,503.0896911621094,0.9600483648802923,1.0,0.0,0.0005598068237304688,12.003699609755973,7.637552294624041,0.0,
1781124640.588,0.01777935028076172,506.33551025390625,0.9616991334284345,1.0,0.0,0.0005598068237304688,11.820810773356046,7.514413718957688,0.0,
1781124640.787,0.01777935028076172,506.2900695800781,0.9624759168649206,1.0,0.0,0.0005598068237304688,11.633193715918377,7.3959703636499645,0.0,
1781124640.987,0.01777935028076172,460.939697265625,0.9624903801144385,1.0,0.0,0.0005598068237304688,11.308492620985444,7.188922649397776,0.0,
1781124641.187,0.14568090438842773,357.1968688964844,0.9893780873746288,1.0,0.0,0.0005598068237304688,11.152683224210193,7.084421174542563,0.0,
1781124641.387,0.14568090438842773,302.54254150390625,0.995031230303706,1.0,0.0,0.0005598068237304688,11.003582164030203,6.984048854056448,0.0,
1781124641.588,0.13793087005615234,251.93649291992188,0.9963294961014573,1.0,0.0,0.0005598068237304688,10.71642507044481,6.7996970620111385,0.0,
1781124641.787,0.13793087005615234,154.96636962890625,0.99926430230238,1.0,0.0,0.0005598068237304688,10.584107746238725,6.7199013293196295,0.0,
1781124641.987,0.13793087005615234,118.33909606933594,0.9994318740708488,1.0,0.0,0.0005598068237304688,10.481775838228385,6.653646381932656,0.0,
1781124642.187,0.13793087005615234,93.69432830810547,0.9994778742595595,1.0,0.0,0.0005598068237304688,10.343748210396766,6.542400345873975,0.0,
1781124642.388,0.13793087005615234,73.81745147705078,0.9996251086799466,1.0,0.0,0.0005598068237304688,10.228400324781036,6.50493112966407,0.0,
1781124642.587,0.11640071868896484,74.66024017333984,0.999644221091757,1.0,0.0,0.0005598068237304688,10.129547418210239,6.437964871811527,0.0,
1781124642.787,0.08095884323120117,80.00457763671875,0.9996550642714208,1.0,0.0,0.0005598068237304688,9.952663931756776,6.34440050937408,0.0,
1781124642.987,0.035218000411987305,100.25715637207031,0.9996917320757496,1.0,0.0,0.0005598068237304688,9.869985519289385,6.2992499632263765,0.0,
1781124643.187,0.035218000411987305,112.24418640136719,0.9996908635509257,1.0,0.0,0.0005598068237304688,9.814101555801935,6.296097156852164,0.0,
1781124643.387,0.08723163604736328,124.6604995727539,0.9996838739940098,1.0,0.0,0.0005598068237304688,9.674407108148694,6.219613889238011,0.0,
1781124643.588,0.08723163604736328,152.92578125,0.9996942403365154,1.0,0.0,0.0005598068237304688,9.617083744603915,6.174945372794758,0.0,
1781124643.787,0.12107515335083008,168.91494750976562,0.999704897403717,1.0,0.0,0.0005598068237304688,9.565226075846489,6.125409998205796,0.0,
1781124643.987,0.09540534019470215,185.6618194580078,0.9997281565958139,1.0,0.0,0.0005598068237304688,9.439247802263557,6.05978762697813,0.0,
