time_s,latency,firing_var,temp_consistency,lambda_efficiency,Tresponse,Tswitch,roll_rms,pitch_rms,active_noise_level,rmse_ct
1781113135.884,,,,,,,,,,
1781113136.084,,,,,,,,,,
1781113136.284,,,,,,,,,,
1781113136.484,-1.0,0.0,0.0,0.0,,,,,,
1781113136.685,-1.0,0.0,0.0,0.0,,,,,,
1781113136.884,-1.0,0.0,0.0,0.0,,,,,,
1781113137.084,-1.0,0.0,0.0,0.0,,,,,,
1781113137.284,-1.0,0.0,0.0,0.0,,,,,,
1781113137.484,-1.0,0.0,0.0,0.0,,,,,,
1781113137.684,-1.0,0.0,0.0,0.0,,,,,,
1781113137.884,-1.0,0.0,0.0,0.0,,,,,,
1781113138.084,-1.0,0.0,0.0,0.0,,,,,,
1781113138.284,-1.0,0.0,0.0,0.0,,,,,,
1781113138.484,-1.0,0.0,0.0,0.0,,,,,,
1781113138.684,-1.0,0.0,0.0,0.0,,,,,,
1781113138.884,-1.0,0.0,0.0,0.0,,,,,,
1781113139.084,-1.0,0.0,0.0,0.0,,,,,,
1781113139.284,-1.0,0.0,0.0,0.0,,,,,,
1781113139.484,-1.0,0.0,0.0,0.0,,,,,,
1781113139.684,-1.0,0.0,0.0,0.0,,,,,,
1781113139.884,-1.0,0.0,0.0,0.0,,,,,,
1781113140.084,-1.0,0.0,0.0,0.0,,,,,,
1781113140.284,-1.0,0.0,0.0,0.0,,,,,,
1781113140.484,-1.0,0.0,0.0,0.0,,,,,,
1781113140.684,-1.0,0.0,0.0,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113140.884,4.505438804626465,0.06516439467668533,0.8242589235305786,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113141.084,4.505438804626465,5.719666481018066,0.5164369493722916,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113141.284,4.505438804626465,19.85619354248047,0.6150102242827415,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113141.484,4.505438804626465,22.11795997619629,0.6871887505054474,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113141.684,4.505438804626465,22.850677490234375,0.7389778643846512,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113141.884,4.505438804626465,22.29831886291504,0.8041909448802471,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113142.084,4.505438804626465,21.765644073486328,0.8259367711014218,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113142.284,4.505438804626465,21.204994201660156,0.8433361023664474,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113142.484,4.505438804626465,20.4507999420166,0.86943269520998,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113142.684,4.505438804626465,20.113542556762695,0.8791735011797684,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113142.884,4.505438804626465,19.65837860107422,0.886630443590028,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113143.084,4.505438804626465,18.01565170288086,0.8995784167200327,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113143.284,4.505438804626465,17.249887466430664,0.9053713030674878,1.0,0.0,0.0024356842041015625,0.06066214064693661,0.16344236867260065,0.0,
1781113143.484,4.505438804626465,16.53797149658203,0.9106238401598401,1.0,0.0,0.0024356842041015625,5.01575046248876,1.888742410265708,0.0,
1781113143.684,4.505438804626465,15.31141471862793,0.9195397838950157,1.0,0.0,0.0024356842041015625,4.363629280844425,1.8556076724487236,0.0,
1781113143.884,4.505438804626465,14.768669128417969,0.9232916306881678,1.0,0.0,0.0024356842041015625,3.9830162146344197,2.227590248495052,0.0,
1781113144.084,4.505438804626465,14.23025894165039,0.9266686046665366,1.0,0.0,0.0024356842041015625,4.1826208486983285,2.8729592778377087,0.0,
1781113144.284,4.505438804626465,13.180749893188477,0.9327035434544086,1.0,0.0,0.0024356842041015625,4.211667455028962,3.606237117585568,0.0,
1781113144.484,4.505438804626465,12.705912590026855,0.9353505027294159,1.0,0.0,0.0024356842041015625,4.678349427681747,3.7093402346543773,0.0,
1781113144.684,4.505438804626465,12.253532409667969,0.9375275591245065,1.0,0.0,0.0024356842041015625,5.0053222345160995,5.841177245711011,0.0,
1781113144.884,4.505438804626465,11.60871410369873,0.9416616186499596,1.0,0.0,0.0024356842041015625,5.9242968477733084,5.792839836550574,0.0,
1781113145.084,4.505438804626465,11.561423301696777,0.9435194761588656,1.0,0.0,0.0024356842041015625,5.763712012277371,5.821289809387731,0.0,
1781113145.284,4.505438804626465,11.704992294311523,0.9452599793672561,1.0,0.0,0.0024356842041015625,5.49874273663102,5.787836243371337,0.0,
1781113145.484,4.505438804626465,12.034740447998047,0.9486718634143472,1.0,0.0,0.0024356842041015625,5.463108629260305,6.106799791322984,0.0,
1781113145.684,4.505438804626465,12.207615852355957,0.950223909182982,1.0,0.0,0.0024356842041015625,5.377621535838229,6.42219274680739,0.0,
1781113145.884,4.505438804626465,12.40595531463623,0.9516872965237674,1.0,0.0,0.0024356842041015625,5.156826645273425,6.71511926870266,0.0,
1781113146.084,4.505438804626465,13.481385231018066,0.9494595088892512,1.0,0.0,0.0024356842041015625,5.080733134048762,6.7534981306926225,0.0,
1781113146.284,4.505438804626465,14.419824600219727,0.9444955176598316,1.0,0.0,0.0024356842041015625,5.019239931645263,6.7706851589479395,0.0,
1781113146.484,4.505438804626465,15.325590133666992,0.9374283654125113,1.0,0.0,0.0024356842041015625,4.87668648207963,6.805687110355232,0.0,
1781113146.684,4.505438804626465,17.12441635131836,0.9396913684904575,1.0,0.0,0.0024356842041015625,4.840286422438932,6.823856063788866,0.0,
1781113146.884,4.505438804626465,18.07100486755371,0.9402964558543229,1.0,0.0,0.0024356842041015625,4.841405411189667,6.864289951390921,0.0,
1781113147.084,4.505438804626465,18.99465560913086,0.9403995381934303,1.0,0.0,0.0024356842041015625,4.779208092580983,6.814242784643639,0.0,
1781113147.284,4.505438804626465,20.65280532836914,0.9323989633809436,1.0,0.0,0.0024356842041015625,4.764921595342051,6.7401168955913375,0.0,
1781113147.484,4.505438804626465,21.374614715576172,0.9231732732719845,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
1781113147.684,4.505438804626465,22.02174949645996,0.9248285274142805,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
1781113147.884,4.505438804626465,23.11334991455078,0.92795540454487,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
1781113148.084,0.11586451530456543,23.56926155090332,0.9294250175660971,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
1781113148.284,0.11586451530456543,23.57177734375,0.9330115725799483,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
1781113148.484,0.11586451530456543,23.739614486694336,0.9559506044095877,1.0,0.0,0.0024356842041015625,4.759957442511691,6.722724880881588,0.0,
